customer_id,Y
196492,1
302274,0
231444,1
396124,1
249764,1
204281,1
167146,1
225401,1
382959,1
255681,1
271141,1
257979,1
381427,1
374808,1
151903,1
274662,0
401957,0
138174,1
474198,1
128906,0
455962,1
403063,1
218742,1
438886,1
223659,0
333131,0
234671,1
336794,0
165011,1
403088,0
291995,0
294724,1
353006,1
216556,1
162033,1
435895,0
190819,1
232883,0
401505,0
129574,0
269182,0
323507,1
471052,1
232214,0
235607,1
406590,1
135370,1
468286,0
262208,1
349555,1
288526,1
162044,1
215919,0
141015,1
391679,0
140825,1
204772,1
279809,1
266787,1
243433,1
426866,0
136683,1
324335,1
176718,1
321995,0
409589,1
473256,1
281926,1
400794,1
285172,1
241846,1
231869,0
446997,0
310615,1
195406,1
180967,1
320717,1
163918,1
208418,0
229914,0
263941,1
226196,1
457857,0
145401,1
216586,1
329814,0
287953,1
210409,0
164508,0
492373,1
247268,0
312637,0
265841,0
278231,1
482401,0
173365,0
444986,1
222375,0
332680,0
240125,0
151717,0
318085,0
334800,1
183803,0
370375,1
400853,1
142396,1
350155,1
155970,0
324668,1
487006,0
474733,1
370970,0
140954,1
242780,1
361630,1
272098,0
456434,0
159269,0
126269,0
158529,1
337951,0
275068,0
489824,1
367064,0
236464,1
431159,0
374775,1
371158,1
163049,1
343926,1
232906,1
351902,0
489719,0
298157,1
452438,1
411784,0
358950,0
481882,1
169867,1
298749,1
357653,1
400531,1
451589,0
183707,0
251807,1
283780,1
482219,1
397774,0
335696,1
468832,0
173718,0
145751,0
229961,0
451216,1
294381,0
324271,1
205833,1
133432,1
466273,1
335651,1
146688,1
462971,0
330731,0
450266,1
290295,0
386949,1
227170,1
206112,1
135320,1
454543,0
365103,0
324824,1
493325,0
385715,1
253711,1
139243,0
419142,1
207190,0
332013,0
129001,0
374285,1
495846,1
340937,1
424911,1
324457,0
166211,1
441652,1
289770,1
161795,1
460084,1
238880,0
187043,0
190302,0
324132,0
187793,0
236072,1
313848,1
308358,0
275421,0
358885,0
167110,1
291010,1
176294,1
203302,1
456788,0
389246,1
226782,0
396676,1
196603,1
228787,1
198469,1
148757,0
435335,0
462560,1
306394,1
474391,0
345158,0
344981,0
374431,0
341408,0
433487,1
307864,0
299916,0
228928,1
235795,1
309645,1
429016,1
273327,0
216662,1
445510,0
143678,1
349115,1
405898,0
257834,1
188395,0
279047,1
150984,1
153324,1
422399,1
307946,1
376121,1
492723,0
321215,0
291566,1
319531,0
466092,1
134739,1
483580,1
362014,1
231283,1
322140,0
348367,1
359570,1
439803,1
256790,1
437425,1
180223,1
357935,1
318476,1
153431,1
247147,1
414518,1
297449,0
367085,1
282244,0
175716,1
416601,0
166473,1
289634,0
123892,0
147978,1
418377,1
471776,0
356611,0
469740,0
260542,0
297981,0
235201,1
494927,0
457610,0
443952,0
249607,1
350531,0
474807,0
251800,1
264687,1
339499,1
441079,1
149424,1
340415,1
458683,1
297925,0
349129,0
478748,0
159099,1
344891,0
421692,1
280119,1
430095,0
139200,0
144368,1
129805,0
277118,1
135511,1
435878,0
226143,0
364622,0
382893,0
272678,0
279986,0
312996,1
410990,1
306901,1
251990,1
252776,0
432693,0
244933,1
171034,0
266228,0
228923,0
419954,1
319624,0
388272,1
364434,1
128386,1
220219,0
435276,0
475360,1
418372,1
323198,0
341189,1
149787,0
194825,1
244561,0
466067,1
460393,1
492164,0
465291,1
377706,1
132638,1
458099,1
193339,1
329125,0
128731,1
382988,1
456069,0
466381,1
342330,1
223670,0
321581,0
329949,1
199345,0
404152,0
155136,0
428020,0
404181,1
302696,1
328673,1
352839,1
365348,1
282867,0
295310,1
481307,1
240530,1
216104,1
467364,0
154018,0
396142,1
146624,0
344103,1
227485,1
330918,0
129261,0
318775,1
434299,1
150770,0
326364,1
377900,1
330439,0
479489,1
151841,1
422773,1
282354,1
305996,1
170205,0
145118,0
386339,0
197600,0
405591,0
166989,1
369789,1
189625,1
484615,0
401091,1
371426,0
274781,0
180143,0
341183,1
151390,1
471832,0
183194,0
424644,1
405645,0
352077,1
486890,0
295952,1
253332,0
301725,1
430250,0
134340,1
263223,1
249372,1
283344,0
312446,1
348372,1
236466,0
306818,0
144412,0
353539,0
309663,0
128673,0
423475,1
354728,1
385486,0
262657,1
473199,1
186757,1
485506,1
196526,1
463312,0
427264,0
186151,0
421704,1
498795,1
168634,1
251950,1
421768,0
348658,1
278048,1
325207,0
345250,1
427255,1
384005,1
460090,1
432734,1
291689,0
288541,0
194583,1
185174,1
278704,1
316543,0
358234,1
215026,1
385834,1
373702,1
459246,1
291256,0
168611,0
416465,0
362030,1
221021,0
284793,0
177527,0
337441,1
466014,1
166760,0
393591,1
244542,0
327527,0
206573,1
344774,1
308552,0
468707,1
394646,1
285549,1
459475,1
431466,1
344764,0
202634,1
187847,1
479703,1
395800,0
211045,1
300668,0
492095,0
216381,1
387338,1
127111,1
459104,1
399434,1
124327,1
335780,0
404388,1
251662,0
498038,1
129880,1
285358,1
441871,1
302092,1
484479,0
419942,0
253805,0
414516,0
195148,1
196595,1
173469,1
453240,1
136452,1
499335,1
479206,0
245682,0
257000,0
175471,1
410142,0
223673,1
230592,0
311097,0
458004,0
417469,1
142671,1
329112,1
434949,0
368923,1
161720,0
451280,1
158672,0
170277,0
228120,0
494443,1
247477,0
167183,1
435900,1
418767,0
245847,0
332192,1
167256,1
462451,1
208622,0
479117,1
433338,0
301523,1
365064,0
150430,1
386984,1
194885,1
368850,1
402811,1
463914,0
229116,1
257872,0
288579,0
471593,1
173070,0
443886,1
210012,1
219486,0
243434,1
264065,1
149359,1
396164,0
234574,0
345698,1
124488,0
327944,0
188086,1
296141,0
359360,1
250495,1
187533,0
215735,1
312111,1
169747,0
446831,1
198098,1
368260,1
407343,1
254605,1
159002,1
398224,1
271657,0
157811,0
466863,1
360533,1
202089,1
274959,0
167663,0
305645,0
357546,1
404644,1
250966,0
212708,1
360593,0
450048,0
317601,1
284623,1
440729,1
488443,0
251639,1
174158,0
497239,0
183840,1
162638,1
152502,1
332243,1
306327,1
262580,0
358412,1
495674,0
307370,0
498039,0
261357,1
278823,1
298892,0
481708,1
150060,0
145550,1
299900,0
320564,0
287518,0
316388,1
340368,1
499599,1
213981,1
447645,1
296008,1
419124,0
421918,0
315778,1
364780,1
317004,1
362428,1
277985,0
141623,1
417251,1
261960,0
427022,0
127380,1
145083,0
224110,1
181686,1
464243,1
452668,0
398827,0
313114,1
247378,1
418288,0
315197,1
334045,1
311644,0
476040,1
237057,1
368049,1
419815,1
494715,0
304912,1
261792,1
363601,0
424849,1
197582,1
434298,1
171650,0
278567,1
441827,0
447792,1
348121,0
139908,0
483828,1
259048,1
151991,0
172530,0
181871,0
357844,0
398688,0
354778,1
338285,0
378856,0
245104,0
485211,0
382917,0
361830,1
274424,1
402609,1
457055,1
215192,0
413337,0
271728,0
286731,0
143126,0
428825,1
306827,0
319537,1
153044,1
159573,0
246708,0
465499,1
193806,1
390795,1
125683,1
243325,0
243785,0
447347,0
124493,1
308028,1
428121,0
298765,0
373763,1
209637,1
307243,0
423694,1
349578,1
340246,1
264803,0
209137,1
359302,1
152716,1
361479,1
485793,1
380821,1
472495,0
292810,0
274479,1
388647,1
465122,1
426385,0
149302,0
447067,1
193893,0
477579,0
282541,1
451839,1
330060,0
315834,0
492410,1
172368,0
191466,0
210437,1
256277,0
231763,1
404389,1
244942,0
376303,1
492246,1
258786,1
476467,1
298663,0
363239,0
196596,0
319971,1
245801,1
338144,1
421471,0
169400,0
337114,0
189989,1
471987,0
325387,0
463215,0
317417,0
495084,1
191323,1
181841,1
360093,0
128942,1
468269,0
190600,0
281553,1
381881,0
225450,0
216569,0
323027,0
131482,1
321502,0
165129,1
372430,0
379113,1
435748,1
246433,0
167108,1
429755,0
300295,0
338973,0
436491,0
352980,0
439856,0
285960,0
308088,1
310498,0
258220,1
367648,0
158915,0
280149,0
239880,1
171967,1
304978,1
417264,0
388661,1
289233,0
497701,1
484901,0
345592,1
280429,1
181703,1
280027,1
468764,0
418039,1
197906,1
259295,1
495665,1
386524,1
342012,1
458051,1
146679,0
244433,0
362388,1
164583,0
475468,1
166886,0
133099,1
258216,0
241915,0
292938,1
317911,0
498607,0
374934,0
200517,1
356749,0
340189,0
155370,1
282404,1
283606,0
459355,1
447840,0
325790,1
390096,1
201634,0
282901,1
258250,1
389397,0
263645,0
233626,1
489434,1
355735,0
231259,0
229327,1
280553,1
490174,1
411068,0
174550,1
164581,0
292101,0
288264,1
407186,0
419679,1
403095,1
376533,1
283716,1
319447,0
480225,1
165153,0
266751,1
323987,1
311381,0
197788,1
433659,0
254676,0
200105,1
445902,1
475923,0
296843,0
393213,1
317232,1
446379,1
326137,1
226761,1
271090,1
396327,1
180409,0
399923,1
164472,1
249890,1
194742,1
467577,0
348896,1
243700,0
136715,1
207300,1
485782,0
429715,1
487674,1
418541,0
379180,1
286071,1
291035,0
138162,1
331158,0
321482,0
213310,0
465674,1
139934,1
167168,0
320948,1
465659,1
430456,1
302474,0
237934,1
189120,0
420904,0
278573,1
337981,1
306468,1
489210,1
239176,1
201182,1
369938,0
385975,1
421494,0
324742,0
246871,0
330745,0
490384,1
470200,1
153117,1
266680,1
422451,0
400421,0
299756,1
190412,0
220451,1
401788,0
278299,1
155886,1
240997,1
408258,0
229194,1
150662,1
447643,1
469293,1
217601,0
222329,0
399758,1
294706,0
313559,0
148154,1
147600,1
361939,1
143333,0
460273,1
305490,0
347506,1
320852,0
404414,0
161822,1
308945,1
267133,0
264615,1
450217,0
173276,1
216909,1
323922,1
263375,1
491326,1
289031,1
302869,0
195277,0
221345,0
259428,1
164579,0
370787,1
174712,0
439731,1
332821,0
155514,0
258521,1
325942,0
214630,1
394836,1
488647,1
465793,1
149235,1
279041,1
205139,0
267728,1
433941,1
459293,1
361546,1
233586,1
292587,1
379842,0
208702,0
363575,0
306134,1
284059,1
375436,0
470708,0
338553,0
375922,0
218780,0
294939,1
174332,1
234643,0
228474,1
197985,1
157509,1
389664,0
434257,0
388226,0
221297,1
407481,0
441906,1
384077,1
350292,1
373726,1
473374,0
299725,1
384170,1
142517,1
282973,0
233939,1
423538,1
199832,0
253768,0
167047,1
382620,1
135923,1
204547,0
382881,0
302491,1
437950,1
368022,1
292963,0
293114,0
489962,0
365904,1
441584,1
493132,0
384065,0
390592,1
228528,0
443846,0
360907,0
190832,0
234346,1
311829,1
176455,1
275312,1
297917,1
378838,0
431984,1
252491,0
391808,0
408125,1
223024,0
453888,0
407497,1
270395,0
357387,1
330110,0
256919,0
311831,1
459214,0
200693,0
148171,1
366018,1
176310,0
319777,1
159879,0
376223,1
182560,0
360522,0
295084,0
475455,0
323959,0
427836,0
252438,1
468388,1
444469,1
205751,0
181792,1
381817,0
312912,1
492739,0
320419,0
303499,0
409885,1
351644,1
303281,0
225581,0
481001,1
319961,0
136961,0
449778,0
229299,0
409156,1
348280,1
148933,1
344164,0
480074,0
151655,0
386523,0
135108,0
178279,1
214378,0
301908,0
322845,0
495950,1
461279,0
226771,0
266038,0
203500,1
152777,1
402190,1
460726,0
299972,0
218953,1
150588,1
219429,1
286400,0
398502,0
132791,1
489739,1
473735,0
219766,1
488790,1
188266,0
337530,0
430059,1
457212,1
232640,1
419361,0
326916,0
320217,1
322059,0
490909,1
400134,0
317375,0
226221,1
363121,1
321236,0
456289,1
238775,1
354517,1
245263,1
191284,1
135215,0
349111,0
250060,1
302651,0
450973,1
378860,1
166830,0
356578,1
394040,1
364460,1
459611,0
177159,0
196465,0
277024,1
345580,1
376981,0
414455,1
174089,1
365962,0
244320,0
476051,1
454138,0
151392,1
151277,1
322561,0
125952,0
291272,0
444890,1
345080,0
185755,1
299167,0
395641,1
482053,0
384195,1
375492,0
366938,0
198572,1
421018,0
421120,0
392154,1
291307,1
321476,1
341367,1
183225,1
399378,1
499314,0
198519,0
325657,1
123510,0
354576,1
367846,1
414490,1
206804,1
129546,1
417398,1
126210,0
355682,0
294576,0
467470,0
480321,0
460397,0
328880,1
146091,0
277752,0
198078,1
132168,1
298274,0
401279,1
493522,0
454098,1
219746,1
328389,1
202454,1
141392,1
473876,0
390041,0
311257,0
405841,1
496515,0
188763,1
320793,1
298439,1
471126,0
231148,1
166941,1
226720,1
246141,0
493585,1
303576,0
463417,1
448111,1
312302,1
245925,0
360112,0
343129,1
320982,1
427360,0
430176,0
473605,1
229402,0
138850,0
294393,1
366374,0
466439,1
342550,0
450374,1
288671,1
466291,1
341782,1
310491,1
418095,1
420126,1
339077,0
270399,0
420451,0
266984,1
323279,1
126500,1
437976,1
295424,1
385654,0
249648,1
305963,1
343943,0
202143,1
405706,1
495286,0
205489,1
156242,0
284545,1
436180,0
249104,1
486172,1
258053,0
461890,1
153335,1
186020,1
386758,1
328336,0
283126,1
180667,0
124349,0
205141,1
482649,1
438809,1
369752,1
449909,0
207794,0
398739,1
171307,1
305661,0
373997,1
229772,0
201833,0
296418,1
191462,1
394906,1
395528,1
488992,0
451909,0
304039,1
498442,1
331675,1
250877,1
248850,1
298431,0
261994,1
276938,1
434645,0
495810,0
283010,0
252891,1
259972,1
439806,1
405185,0
225609,0
456393,0
413533,0
437823,1
351814,0
251128,0
148949,1
443182,1
250839,1
321721,1
262413,1
299894,1
128040,1
478462,1
353313,0
465349,0
285606,1
372774,1
137864,0
227923,0
456926,0
431751,0
413787,1
297232,1
413882,1
320189,1
397021,0
485185,1
318870,1
206224,1
292967,1
277573,0
403479,0
162642,0
393647,0
330741,0
396511,0
319339,0
368028,1
318757,1
189028,1
252840,0
314697,1
496609,1
159340,0
292258,0
460291,1
253459,1
461912,0
191818,0
124210,0
374850,0
444539,1
495692,1
157365,1
276294,1
363160,0
499019,1
437058,0
300349,1
316365,1
329047,0
322438,0
286066,0
395097,0
333391,0
352161,0
224651,1
304421,0
285445,0
147060,0
307489,0
415920,1
421858,1
394022,1
436802,1
231835,1
387829,1
294123,1
155350,1
191835,0
296136,0
276010,0
252856,1
452182,0
123767,0
435892,0
356445,1
327595,1
363186,0
373682,0
463688,0
317491,0
330232,0
472643,1
246343,1
218049,0
306551,1
262963,0
317197,1
353069,1
462860,1
336172,0
457824,0
135570,0
371830,1
232310,1
198441,1
438934,1
171282,1
218476,0
466691,1
358859,1
377780,0
308535,1
320001,1
170908,1
366496,0
127416,1
398413,0
362663,1
311533,1
184560,1
148378,1
405820,0
228889,1
205999,0
202466,0
237589,1
390229,0
330061,1
327737,1
168320,1
420817,1
480008,0
354019,0
333213,0
273274,0
277455,1
217157,1
314273,1
137764,0
145792,0
339576,1
293529,0
162384,0
233361,0
280761,1
132368,0
265608,0
475333,1
237543,1
174107,1
423524,1
179751,1
330859,1
486777,1
385226,0
487322,0
488132,1
150303,1
244299,1
124061,1
259547,1
276278,0
492721,0
131488,0
152080,1
264113,1
367372,0
241792,0
154955,0
329853,1
269676,1
458637,1
394693,0
182163,1
175379,0
178914,0
352909,0
487301,0
292437,1
264097,1
320411,1
426063,1
347283,0
144076,1
488494,1
425371,0
304186,1
356084,1
364667,1
413843,1
325203,0
204039,1
195261,0
332653,1
469283,0
426352,0
174749,1
326687,0
275749,1
446782,1
377684,1
126310,0
472841,1
416623,0
245459,0
282398,1
316255,1
283026,1
169202,1
471187,1
401071,1
357366,0
229035,1
171952,1
218166,0
157168,1
139727,1
248192,1
391589,1
436612,0
335500,0
322920,1
397410,1
442845,1
160009,1
459606,1
204880,0
472882,1
266985,1
142091,1
453574,0
329996,1
219663,1
221510,0
487188,0
410878,1
263197,1
342113,0
242257,1
388949,0
143453,1
343484,1
277063,1
280954,1
191450,0
400114,1
161520,1
157804,1
289076,0
281695,0
147662,1
418648,0
396742,0
259397,1
293523,1
126702,1
300101,1
480748,1
281379,0
189991,1
258680,1
214371,1
181259,1
229513,0
169524,1
424664,0
311164,1
168993,0
388441,1
245707,0
190906,1
419709,1
295671,1
184150,1
339121,1
410497,1
313055,1
293454,1
288440,1
385500,1
234473,1
480838,0
272613,1
333626,0
314840,1
152069,1
126268,0
324801,1
361924,1
235591,0
181777,0
306423,0
263621,1
405761,1
267201,1
476678,1
421760,0
309222,0
348366,1
323715,0
262400,0
467172,0
222430,1
195171,1
184657,0
387987,1
285067,0
404689,1
395245,1
317294,0
166901,1
189428,0
127547,0
272896,0
355586,0
188796,1
264839,0
402180,0
204461,1
432314,1
126581,1
274323,0
360546,1
462895,1
448683,0
179175,0
348446,0
208784,1
431582,1
221657,0
300446,0
162314,0
241203,1
294472,0
205243,0
216281,1
236481,0
316276,1
409649,1
488543,1
372870,1
436764,0
390022,1
470463,0
141482,1
283054,1
234896,1
350968,0
160149,1
322583,0
314831,1
485146,0
401221,1
153443,1
371659,0
315133,1
268777,1
419017,0
277416,0
151801,1
451267,1
211160,1
277310,1
133826,1
288528,1
267745,1
360656,1
450272,0
349265,0
147260,1
225695,1
138277,0
212406,1
476210,1
430888,1
302541,0
448811,0
313887,0
232576,0
421909,1
304178,1
163022,1
150180,0
150980,1
475152,0
237380,1
419599,1
404485,0
203398,1
291926,0
422806,0
174422,1
173731,0
383374,1
355677,0
320231,1
149471,0
348205,1
281280,0
227904,0
329257,0
151017,0
351750,0
312461,0
486660,1
337274,1
182453,0
459646,0
350250,1
182261,1
363046,1
476750,0
443541,0
441064,0
317326,0
438595,0
262819,0
245524,0
443455,0
432292,0
355565,1
265629,1
260761,0
183573,1
421968,1
151323,1
238560,1
155654,0
186823,1
287826,0
380348,0
363428,1
395957,1
263582,0
331729,1
292298,1
130939,0
228342,0
155940,1
319282,0
364064,0
131714,1
320936,1
198006,1
309458,1
421512,0
443431,0
395670,0
311902,1
151443,1
418862,1
133069,1
371820,1
328866,1
235932,1
287031,1
198281,0
357687,0
285773,0
371137,0
403594,0
417192,0
330128,0
186752,1
167118,1
373072,0
228085,1
170146,0
279030,1
467524,1
229147,1
454342,0
480438,0
424409,0
215600,1
147492,1
159195,0
490517,1
130437,1
280680,1
457280,0
270255,1
405008,0
343064,0
490374,1
434812,1
195217,1
336655,0
293236,1
150257,1
306507,1
287861,0
173694,1
324371,1
155973,1
159770,1
410752,0
128276,0
342723,1
432252,0
257519,0
204884,1
330182,1
249117,1
207289,0
444328,0
443006,0
231242,1
312839,1
464787,1
286227,1
466803,0
352169,1
221725,0
397081,1
268834,1
489693,1
367905,1
421066,0
268920,1
338334,1
218760,1
355352,0
210513,0
235671,1
321578,1
123961,1
174293,0
310457,1
161190,1
235882,0
256649,0
251408,1
251265,0
278525,1
341138,1
363030,1
379743,0
402273,0
388351,1
430005,0
424074,1
128729,0
155229,1
313805,1
352944,0
294879,0
464238,1
404709,1
380451,0
243541,0
460677,1
374278,0
181944,0
492269,1
268150,0
171780,1
393941,1
385474,1
211190,0
351537,1
374257,1
316618,0
387973,1
360789,1
373357,1
164344,0
354775,1
269171,1
290513,1
201691,1
153816,1
464341,1
150872,1
350234,1
138622,1
272676,0
361540,0
189806,1
387431,1
343963,1
428028,1
366695,1
396292,1
284779,0
432191,1
379260,1
418878,1
337055,1
371125,0
386929,0
269819,1
309107,0
484807,0
451566,0
194173,1
325932,1
303707,0
147883,0
458517,1
443090,1
223112,1
128680,0
499827,1
194451,1
464097,1
464228,1
247429,1
478649,0
470208,1
437630,0
140295,0
326448,1
252633,1
376149,0
130614,0
475644,1
169141,0
148521,1
440420,1
221530,0
383960,1
170413,0
492326,0
191339,0
171224,0
259708,1
289036,0
142639,0
130598,0
193180,0
167715,0
387949,1
330026,1
336967,0
305216,0
223372,1
158062,1
424504,1
138584,1
292783,0
364908,1
182457,0
259268,1
252653,1
242801,0
174326,1
294578,0
132357,1
220268,1
403053,0
223693,1
201133,1
384192,0
178131,1
313329,1
440353,0
170932,1
442745,0
300399,0
348949,1
219887,1
314776,0
144900,0
290531,0
374247,0
481138,0
156847,0
256047,0
289394,1
278401,1
395892,0
254887,1
470157,0
358586,1
221076,0
275541,1
391914,1
443497,1
377393,1
248484,1
329064,1
187877,0
442103,1
186024,0
265704,1
368240,1
409288,1
155837,0
170572,1
389120,0
368552,0
327314,1
440620,0
166268,1
181952,0
123672,1
176253,0
499506,1
475511,1
229179,0
353631,0
357098,1
324158,1
156961,1
200026,1
307188,1
483543,1
335508,1
491170,0
255319,1
404534,0
189109,0
283513,1
358259,0
245153,1
302420,1
185716,0
471116,1
371590,0
302061,1
248097,1
309239,0
320234,1
215517,1
173358,1
140337,0
281911,0
338855,1
408692,1
388756,0
253058,0
423776,1
343458,0
208704,1
123472,0
342731,1
432744,1
146357,1
354159,1
347475,1
297968,0
217355,1
404270,1
405518,1
438668,1
325804,1
134488,1
430990,1
231907,0
428854,1
313067,0
439227,0
318028,1
221359,1
359576,1
330497,1
484396,1
143940,1
152183,0
264015,0
291470,0
265434,1
474344,1
235792,0
441199,1
202538,1
221794,0
454221,0
256829,1
224370,0
353120,1
244306,1
453982,1
163645,1
281997,1
174956,0
368178,0
305288,0
364491,0
154492,1
372048,1
437153,0
373750,0
473241,1
210659,1
373202,1
258921,0
369160,1
489342,0
257518,1
354315,0
277081,1
450823,0
418088,0
268902,0
397976,1
245208,1
368505,0
170833,1
246312,0
218663,1
482151,1
225462,1
490010,0
141936,1
476870,0
394091,1
439909,0
339041,1
282504,1
128577,1
165168,0
321349,0
190521,0
420858,0
489037,1
290991,0
390262,0
416165,0
235820,1
328729,1
144257,1
279177,0
476361,1
297974,1
216056,0
265711,0
272114,1
423322,1
264462,0
179015,1
323485,0
184949,1
342034,1
220648,1
412788,0
181224,1
320172,0
124748,1
398828,1
219374,0
413846,0
490184,0
255039,0
383794,1
233598,0
277721,0
287547,0
384056,0
184099,1
178904,1
177859,0
415692,1
229948,1
304524,1
355381,0
475919,1
158305,1
290191,1
273177,0
440311,1
424099,1
469957,0
306335,0
226172,0
359416,0
403322,1
266868,1
201801,1
395913,1
158490,0
498092,0
288862,0
248417,1
260952,1
314284,1
208075,0
497484,0
427273,1
148637,0
244279,1
248864,0
253290,1
213035,1
241914,1
220337,0
175700,1
240350,1
332112,1
270462,0
383085,0
127222,1
258686,1
242720,0
361732,0
183124,0
209733,1
177875,1
221674,1
339217,1
419773,0
320888,0
402568,1
308714,0
138482,1
398654,1
337839,1
325753,1
336352,1
170005,0
149435,0
455087,1
385185,1
261565,1
205336,1
195785,0
322350,1
132786,1
458417,0
178872,0
418768,0
457238,1
281573,1
452417,1
348196,1
237219,1
288210,1
459735,0
190166,0
254396,0
302054,0
199462,0
163667,0
442540,0
432283,0
367418,0
352821,1
417444,1
228930,0
419489,1
204629,1
344505,1
338771,1
421114,1
169788,1
344606,0
252046,1
299686,0
398991,0
279856,1
441983,1
225005,1
330961,1
385954,0
460499,1
490194,1
483411,1
354721,1
299576,1
260966,0
278653,0
248601,0
232754,0
196628,0
428553,1
466503,0
224053,0
187645,0
208726,0
188986,0
394633,0
144698,0
445328,1
409826,1
486994,1
252901,0
439788,1
414722,1
127934,1
153770,0
258438,1
494020,1
165843,0
267449,1
474512,0
477651,1
417894,1
215236,1
378329,1
150655,1
208035,1
328337,0
497612,0
222266,1
358674,0
230905,0
420296,0
350141,1
202165,0
210109,1
337143,1
461826,1
463139,1
431698,0
304567,0
294373,0
481840,0
485409,0
436982,0
123866,1
350127,0
480408,1
374543,1
496192,0
202928,0
155193,1
374124,0
270550,0
177766,1
289904,0
192689,1
488752,0
403207,1
270043,0
212151,0
147730,1
265876,1
310008,1
129849,0
356305,1
309725,0
480906,0
154952,0
192766,1
496415,1
283550,0
480614,0
313901,1
361585,1
282798,0
151913,1
248703,1
191238,1
415801,1
263902,0
238861,0
322956,0
238464,1
418168,1
224366,1
230619,1
464622,1
284696,0
380656,1
478911,1
240904,0
441513,0
479147,1
463573,0
451353,1
271848,0
326696,1
306617,1
228510,1
217863,0
321883,1
374994,0
399318,0
376949,0
357542,1
470054,1
331994,0
183741,1
169766,0
271407,0
348548,1
416283,0
224561,0
165598,0
380320,0
421422,1
482589,0
405969,1
298354,1
389987,0
337508,0
258125,0
459824,0
457279,0
286706,1
245651,0
343135,0
413850,0
132756,1
322515,1
215609,0
234199,1
390364,1
460267,1
297588,1
293756,0
498023,1
434744,0
437536,0
347969,0
302040,1
429917,1
331313,0
133117,1
307280,1
176851,0
383618,0
173488,0
331982,1
224577,1
152720,1
238505,0
139077,1
497653,1
310011,1
206896,1
386680,1
395900,1
461610,0
155115,1
178766,0
387190,0
464060,1
305546,1
441452,0
455948,1
369342,0
441337,1
224723,0
190736,1
250844,1
280198,1
403332,1
172714,0
411353,1
340622,0
355717,1
134469,1
411135,1
200045,0
336301,1
320168,1
181948,1
286586,1
165969,1
347012,1
478920,1
487924,1
411659,1
214124,1
429980,0
124517,0
467237,0
364511,1
382283,1
368123,0
142270,1
339207,1
239265,0
220339,0
185446,0
225684,0
428466,0
217887,1
149332,1
429989,0
461389,1
169833,0
427596,0
201975,1
275247,1
225966,1
451917,0
370630,1
133475,1
168408,0
161086,1
263125,1
430056,0
285607,1
320491,1
294886,0
279932,1
343529,1
351369,1
395071,1
327026,0
250273,1
355288,1
381639,1
468514,0
402057,0
178233,1
249565,1
411621,0
